RegionName,State,Population,StateCodeFIPS,MunicipalCodeFIPS,Year,Density,Metro
Aroostook County,ME,73872,23,3,2000-01-01,,
Aroostook County,ME,72962,23,3,2001-01-01,,
Aroostook County,ME,72942,23,3,2002-01-01,,
Aroostook County,ME,72944,23,3,2003-01-01,,
Aroostook County,ME,72959,23,3,2004-01-01,,
Aroostook County,ME,72881,23,3,2005-01-01,,
Aroostook County,ME,72827,23,3,2006-01-01,,
Aroostook County,ME,72711,23,3,2007-01-01,,
Aroostook County,ME,72542,23,3,2008-01-01,,
Aroostook County,ME,72258,23,3,2009-01-01,,
Cumberland County,ME,266109,23,5,2000-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,268391,23,5,2001-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,270533,23,5,2002-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,273041,23,5,2003-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,274920,23,5,2004-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,276275,23,5,2005-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,277084,23,5,2006-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,278781,23,5,2007-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,280681,23,5,2008-01-01,,"Portland-South Portland, ME"
Cumberland County,ME,281969,23,5,2009-01-01,,"Portland-South Portland, ME"
Franklin County,ME,29498,23,7,2000-01-01,,
Franklin County,ME,29631,23,7,2001-01-01,,
Franklin County,ME,30019,23,7,2002-01-01,,
Franklin County,ME,30026,23,7,2003-01-01,,
Franklin County,ME,30096,23,7,2004-01-01,,
Franklin County,ME,30226,23,7,2005-01-01,,
Franklin County,ME,30528,23,7,2006-01-01,,
Franklin County,ME,30596,23,7,2007-01-01,,
Franklin County,ME,30652,23,7,2008-01-01,,
Franklin County,ME,30779,23,7,2009-01-01,,
Hancock County,ME,51967,23,9,2000-01-01,,
Hancock County,ME,52109,23,9,2001-01-01,,
Hancock County,ME,52327,23,9,2002-01-01,,
Hancock County,ME,53030,23,9,2003-01-01,,
Hancock County,ME,53613,23,9,2004-01-01,,
Hancock County,ME,53745,23,9,2005-01-01,,
Hancock County,ME,54009,23,9,2006-01-01,,
Hancock County,ME,54300,23,9,2007-01-01,,
Hancock County,ME,54371,23,9,2008-01-01,,
Hancock County,ME,54499,23,9,2009-01-01,,
Kennebec County,ME,117177,23,11,2000-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,118024,23,11,2001-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,118611,23,11,2002-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,119538,23,11,2003-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,120303,23,11,2004-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,120957,23,11,2005-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,121508,23,11,2006-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,121741,23,11,2007-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,122147,23,11,2008-01-01,,"Augusta-Waterville, ME"
Kennebec County,ME,122084,23,11,2009-01-01,,"Augusta-Waterville, ME"
Knox County,ME,39666,23,13,2000-01-01,,
Knox County,ME,39884,23,13,2001-01-01,,
Knox County,ME,40258,23,13,2002-01-01,,
Knox County,ME,40393,23,13,2003-01-01,,
Knox County,ME,40514,23,13,2004-01-01,,
Knox County,ME,40571,23,13,2005-01-01,,
Knox County,ME,40417,23,13,2006-01-01,,
Fairfield County,CT,884364,9,1,2000-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,889063,9,1,2001-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,892900,9,1,2002-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,896342,9,1,2003-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,897472,9,1,2004-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,897653,9,1,2005-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,896254,9,1,2006-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,897498,9,1,2007-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,903824,9,1,2008-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Fairfield County,CT,910421,9,1,2009-01-01,,"Bridgeport-Stamford-Norwalk, CT"
Hartford County,CT,858416,9,3,2000-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,862573,9,3,2001-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,867451,9,3,2002-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,873335,9,3,2003-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,874449,9,3,2004-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,878081,9,3,2005-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,881298,9,3,2006-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,884548,9,3,2007-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,887891,9,3,2008-01-01,,"Hartford-East Hartford-Middletown, CT"
Hartford County,CT,891667,9,3,2009-01-01,,"Hartford-East Hartford-Middletown, CT"
Litchfield County,CT,182597,9,5,2000-01-01,,"Torrington, CT"
Litchfield County,CT,184118,9,5,2001-01-01,,"Torrington, CT"
Litchfield County,CT,185974,9,5,2002-01-01,,"Torrington, CT"
Litchfield County,CT,187424,9,5,2003-01-01,,"Torrington, CT"
Litchfield County,CT,188601,9,5,2004-01-01,,"Torrington, CT"
Litchfield County,CT,188912,9,5,2005-01-01,,"Torrington, CT"
Litchfield County,CT,189682,9,5,2006-01-01,,"Torrington, CT"
Litchfield County,CT,189866,9,5,2007-01-01,,"Torrington, CT"
Litchfield County,CT,190175,9,5,2008-01-01,,"Torrington, CT"
Litchfield County,CT,190015,9,5,2009-01-01,,"Torrington, CT"
Middlesex County,CT,155593,9,7,2000-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,157006,9,7,2001-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,159187,9,7,2002-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,160864,9,7,2003-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,161450,9,7,2004-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,162191,9,7,2005-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,163473,9,7,2006-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,164129,9,7,2007-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,164962,9,7,2008-01-01,,"Hartford-East Hartford-Middletown, CT"
Middlesex County,CT,165607,9,7,2009-01-01,,"Hartford-East Hartford-Middletown, CT"
New Haven County,CT,824911,9,9,2000-01-01,,"New Haven-Milford, CT"
New Haven County,CT,829875,9,9,2001-01-01,,"New Haven-Milford, CT"
New Haven County,CT,835099,9,9,2002-01-01,,"New Haven-Milford, CT"
New Haven County,CT,841939,9,9,2003-01-01,,"New Haven-Milford, CT"
New Haven County,CT,844505,9,9,2004-01-01,,"New Haven-Milford, CT"
New Haven County,CT,847162,9,9,2005-01-01,,"New Haven-Milford, CT"
New Haven County,CT,850207,9,9,2006-01-01,,"New Haven-Milford, CT"
New Haven County,CT,853598,9,9,2007-01-01,,"New Haven-Milford, CT"
New Haven County,CT,856622,9,9,2008-01-01,,"New Haven-Milford, CT"
New Haven County,CT,860025,9,9,2009-01-01,,"New Haven-Milford, CT"
New London County,CT,259848,9,11,2000-01-01,,"Norwich-New London, CT"
New London County,CT,261396,9,11,2001-01-01,,"Norwich-New London, CT"
New London County,CT,264698,9,11,2002-01-01,,"Norwich-New London, CT"
New London County,CT,266584,9,11,2003-01-01,,"Norwich-New London, CT"
New London County,CT,268595,9,11,2004-01-01,,"Norwich-New London, CT"
New London County,CT,269664,9,11,2005-01-01,,"Norwich-New London, CT"
New London County,CT,270814,9,11,2006-01-01,,"Norwich-New London, CT"
New London County,CT,270669,9,11,2007-01-01,,"Norwich-New London, CT"
New London County,CT,272634,9,11,2008-01-01,,"Norwich-New London, CT"
New London County,CT,273630,9,11,2009-01-01,,"Norwich-New London, CT"
Tolland County,CT,136863,9,13,2000-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,138934,9,13,2001-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,142362,9,13,2002-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,145195,9,13,2003-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,146706,9,13,2004-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,147657,9,13,2005-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,148954,9,13,2006-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,149718,9,13,2007-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,151583,9,13,2008-01-01,,"Hartford-East Hartford-Middletown, CT"
Tolland County,CT,152330,9,13,2009-01-01,,"Hartford-East Hartford-Middletown, CT"
Windham County,CT,109185,9,15,2000-01-01,,"Worcester, MA-CT"
Windham County,CT,109870,9,15,2001-01-01,,"Worcester, MA-CT"
Windham County,CT,111078,9,15,2002-01-01,,"Worcester, MA-CT"
Windham County,CT,112653,9,15,2003-01-01,,"Worcester, MA-CT"
Windham County,CT,114316,9,15,2004-01-01,,"Worcester, MA-CT"
Windham County,CT,115636,9,15,2005-01-01,,"Worcester, MA-CT"
Windham County,CT,116778,9,15,2006-01-01,,"Worcester, MA-CT"
Windham County,CT,117244,9,15,2007-01-01,,"Worcester, MA-CT"
Windham County,CT,117888,9,15,2008-01-01,,"Worcester, MA-CT"
Windham County,CT,118112,9,15,2009-01-01,,"Worcester, MA-CT"
Androscoggin County,ME,103852,23,1,2000-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,104260,23,1,2001-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,105063,23,1,2002-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,106140,23,1,2003-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,106867,23,1,2004-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,107352,23,1,2005-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,107932,23,1,2006-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,107739,23,1,2007-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,108284,23,1,2008-01-01,,"Lewiston-Auburn, ME"
Androscoggin County,ME,107830,23,1,2009-01-01,,"Lewiston-Auburn, ME"
Sussex County,NJ,149260,34,37,2003-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,149906,34,37,2004-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,150192,34,37,2005-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,150508,34,37,2006-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,150600,34,37,2007-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,150145,34,37,2008-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Sussex County,NJ,149487,34,37,2009-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,523124,34,39,2000-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,526183,34,39,2001-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,527625,34,39,2002-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,527611,34,39,2003-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,526916,34,39,2004-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,526161,34,39,2005-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,525153,34,39,2006-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,524960,34,39,2007-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,527528,34,39,2008-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Union County,NJ,532434,34,39,2009-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Warren County,NJ,102902,34,41,2000-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,105201,34,41,2001-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,106774,34,41,2002-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,108163,34,41,2003-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,108491,34,41,2004-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,108855,34,41,2005-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,109059,34,41,2006-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,109179,34,41,2007-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,109264,34,41,2008-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Warren County,NJ,108693,34,41,2009-01-01,,"Allentown-Bethlehem-Easton, PA-NJ"
Albany County,NY,295106,36,1,2000-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,296232,36,1,2001-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,298283,36,1,2002-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,301085,36,1,2003-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,302173,36,1,2004-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,302791,36,1,2005-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,303997,36,1,2006-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,303858,36,1,2007-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,303739,36,1,2008-01-01,,"Albany-Schenectady-Troy, NY"
Albany County,NY,304733,36,1,2009-01-01,,"Albany-Schenectady-Troy, NY"
Allegany County,NY,49819,36,3,2000-01-01,,
Allegany County,NY,50079,36,3,2001-01-01,,
Allegany County,NY,50014,36,3,2002-01-01,,
Allegany County,NY,50165,36,3,2003-01-01,,
Allegany County,NY,50311,36,3,2004-01-01,,
Allegany County,NY,49768,36,3,2005-01-01,,
Allegany County,NY,49359,36,3,2006-01-01,,
Allegany County,NY,49079,36,3,2007-01-01,,
Allegany County,NY,49177,36,3,2008-01-01,,
Allegany County,NY,48969,36,3,2009-01-01,,
Bronx County,NY,1334319,36,5,2000-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1346555,36,5,2001-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1358739,36,5,2002-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1362373,36,5,2003-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1358963,36,5,2004-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1351736,36,5,2005-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1348164,36,5,2006-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1354056,36,5,2007-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1363488,36,5,2008-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Bronx County,NY,1376261,36,5,2009-01-01,,"New York-Newark-Jersey City, NY-NJ-PA"
Broome County,NY,200351,36,7,2000-01-01,,"Binghamton, NY"
Broome County,NY,200868,36,7,2001-01-01,,"Binghamton, NY"
Broome County,NY,201438,36,7,2002-01-01,,"Binghamton, NY"
Broome County,NY,201037,36,7,2003-01-01,,"Binghamton, NY"
Broome County,NY,200974,36,7,2004-01-01,,"Binghamton, NY"
Broome County,NY,200477,36,7,2005-01-01,,"Binghamton, NY"
Broome County,NY,200905,36,7,2006-01-01,,"Binghamton, NY"
Broome County,NY,200877,36,7,2007-01-01,,"Binghamton, NY"
Broome County,NY,201029,36,7,2008-01-01,,"Binghamton, NY"
Broome County,NY,200935,36,7,2009-01-01,,"Binghamton, NY"
Cattaraugus County,NY,83927,36,9,2000-01-01,,"Olean, NY"
Cattaraugus County,NY,83346,36,9,2001-01-01,,"Olean, NY"
Cattaraugus County,NY,83301,36,9,2002-01-01,,"Olean, NY"
Cattaraugus County,NY,83335,36,9,2003-01-01,,"Olean, NY"
Cattaraugus County,NY,82864,36,9,2004-01-01,,"Olean, NY"
Cattaraugus County,NY,82039,36,9,2005-01-01,,"Olean, NY"
Cattaraugus County,NY,81342,36,9,2006-01-01,,"Olean, NY"
Cattaraugus County,NY,81056,36,9,2007-01-01,,"Olean, NY"
Cattaraugus County,NY,80761,36,9,2008-01-01,,"Olean, NY"
Cattaraugus County,NY,80491,36,9,2009-01-01,,"Olean, NY"
Cayuga County,NY,81871,36,11,2000-01-01,,"Auburn, NY"
Cayuga County,NY,81313,36,11,2001-01-01,,"Auburn, NY"
Cayuga County,NY,81401,36,11,2002-01-01,,"Auburn, NY"
Cayuga County,NY,81395,36,11,2003-01-01,,"Auburn, NY"
Cayuga County,NY,81284,36,11,2004-01-01,,"Auburn, NY"
Cayuga County,NY,81104,36,11,2005-01-01,,"Auburn, NY"
Cayuga County,NY,80892,36,11,2006-01-01,,"Auburn, NY"
Cayuga County,NY,80629,36,11,2007-01-01,,"Auburn, NY"
Cayuga County,NY,80482,36,11,2008-01-01,,"Auburn, NY"
Cayuga County,NY,80172,36,11,2009-01-01,,"Auburn, NY"
Chautauqua County,NY,139593,36,13,2000-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,138730,36,13,2001-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,138346,36,13,2002-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,137587,36,13,2003-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,137174,36,13,2004-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,136139,36,13,2005-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,135640,36,13,2006-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,135481,36,13,2007-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,135229,36,13,2008-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chautauqua County,NY,135197,36,13,2009-01-01,,"Jamestown-Dunkirk-Fredonia, NY"
Chemung County,NY,91094,36,15,2000-01-01,,"Elmira, NY"
Chemung County,NY,90780,36,15,2001-01-01,,"Elmira, NY"
Chemung County,NY,90613,36,15,2002-01-01,,"Elmira, NY"
Chemung County,NY,90154,36,15,2003-01-01,,"Elmira, NY"
Chemung County,NY,89777,36,15,2004-01-01,,"Elmira, NY"
Chemung County,NY,88860,36,15,2005-01-01,,"Elmira, NY"
Chemung County,NY,88732,36,15,2006-01-01,,"Elmira, NY"
Chemung County,NY,88634,36,15,2007-01-01,,"Elmira, NY"
Chemung County,NY,88503,36,15,2008-01-01,,"Elmira, NY"
Chemung County,NY,88849,36,15,2009-01-01,,"Elmira, NY"
Chenango County,NY,51325,36,17,2000-01-01,,
Chenango County,NY,51109,36,17,2001-01-01,,
Chenango County,NY,51205,36,17,2002-01-01,,
Chenango County,NY,51393,36,17,2003-01-01,,
Knox County,ME,40297,23,13,2007-01-01,,
Knox County,ME,40225,23,13,2008-01-01,,
Knox County,ME,39924,23,13,2009-01-01,,
Lincoln County,ME,33697,23,15,2000-01-01,,
Lincoln County,ME,33968,23,15,2001-01-01,,
Lincoln County,ME,34206,23,15,2002-01-01,,
Lincoln County,ME,34495,23,15,2003-01-01,,
Lincoln County,ME,34827,23,15,2004-01-01,,
Lincoln County,ME,34864,23,15,2005-01-01,,
Lincoln County,ME,34904,23,15,2006-01-01,,
Lincoln County,ME,34899,23,15,2007-01-01,,
Lincoln County,ME,34768,23,15,2008-01-01,,
Lincoln County,ME,34627,23,15,2009-01-01,,
Oxford County,ME,54787,23,17,2000-01-01,,
Oxford County,ME,55157,23,17,2001-01-01,,
Oxford County,ME,55843,23,17,2002-01-01,,
Oxford County,ME,56206,23,17,2003-01-01,,
Oxford County,ME,56763,23,17,2004-01-01,,
Oxford County,ME,57235,23,17,2005-01-01,,
Oxford County,ME,57556,23,17,2006-01-01,,
Oxford County,ME,57966,23,17,2007-01-01,,
Oxford County,ME,58138,23,17,2008-01-01,,
Oxford County,ME,57923,23,17,2009-01-01,,
Penobscot County,ME,144937,23,19,2000-01-01,,"Bangor, ME"
Penobscot County,ME,146110,23,19,2001-01-01,,"Bangor, ME"
Penobscot County,ME,147298,23,19,2002-01-01,,"Bangor, ME"
Penobscot County,ME,148759,23,19,2003-01-01,,"Bangor, ME"
Penobscot County,ME,148814,23,19,2004-01-01,,"Bangor, ME"
Penobscot County,ME,149726,23,19,2005-01-01,,"Bangor, ME"
Penobscot County,ME,151446,23,19,2006-01-01,,"Bangor, ME"
Penobscot County,ME,152232,23,19,2007-01-01,,"Bangor, ME"
Penobscot County,ME,153372,23,19,2008-01-01,,"Bangor, ME"
Penobscot County,ME,153770,23,19,2009-01-01,,"Bangor, ME"
Piscataquis County,ME,17245,23,21,2000-01-01,,
Piscataquis County,ME,17203,23,21,2001-01-01,,
Piscataquis County,ME,17269,23,21,2002-01-01,,
Piscataquis County,ME,17433,23,21,2003-01-01,,
Piscataquis County,ME,17493,23,21,2004-01-01,,
Piscataquis County,ME,17614,23,21,2005-01-01,,
Piscataquis County,ME,17597,23,21,2006-01-01,,
Piscataquis County,ME,17660,23,21,2007-01-01,,
Piscataquis County,ME,17534,23,21,2008-01-01,,
Piscataquis County,ME,17433,23,21,2009-01-01,,
Sagadahoc County,ME,35176,23,23,2000-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35323,23,23,2001-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35545,23,23,2002-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35966,23,23,2003-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,36100,23,23,2004-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35813,23,23,2005-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35895,23,23,2006-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35890,23,23,2007-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35860,23,23,2008-01-01,,"Portland-South Portland, ME"
Sagadahoc County,ME,35567,23,23,2009-01-01,,"Portland-South Portland, ME"
Somerset County,ME,50874,23,25,2000-01-01,,
Somerset County,ME,50871,23,25,2001-01-01,,
Somerset County,ME,51017,23,25,2002-01-01,,
Somerset County,ME,51336,23,25,2003-01-01,,
Somerset County,ME,51328,23,25,2004-01-01,,
Somerset County,ME,51600,23,25,2005-01-01,,
Somerset County,ME,52195,23,25,2006-01-01,,
Somerset County,ME,52459,23,25,2007-01-01,,
Somerset County,ME,52316,23,25,2008-01-01,,
Somerset County,ME,52104,23,25,2009-01-01,,
Waldo County,ME,36445,23,27,2000-01-01,,
Waldo County,ME,37039,23,27,2001-01-01,,
Waldo County,ME,37584,23,27,2002-01-01,,
Waldo County,ME,37952,23,27,2003-01-01,,
Waldo County,ME,38209,23,27,2004-01-01,,
Waldo County,ME,38410,23,27,2005-01-01,,
Waldo County,ME,38763,23,27,2006-01-01,,
Waldo County,ME,38751,23,27,2007-01-01,,
Waldo County,ME,38680,23,27,2008-01-01,,
Waldo County,ME,38706,23,27,2009-01-01,,
Washington County,ME,33876,23,29,2000-01-01,,
Washington County,ME,33499,23,29,2001-01-01,,
Washington County,ME,33345,23,29,2002-01-01,,
Washington County,ME,33403,23,29,2003-01-01,,
Washington County,ME,33474,23,29,2004-01-01,,
Washington County,ME,33319,23,29,2005-01-01,,
Washington County,ME,33323,23,29,2006-01-01,,
Washington County,ME,33424,23,29,2007-01-01,,
Washington County,ME,33289,23,29,2008-01-01,,
Washington County,ME,32925,23,29,2009-01-01,,
York County,ME,187894,23,31,2000-01-01,,"Portland-South Portland, ME"
York County,ME,191261,23,31,2001-01-01,,"Portland-South Portland, ME"
York County,ME,194100,23,31,2002-01-01,,"Portland-South Portland, ME"
York County,ME,195851,23,31,2003-01-01,,"Portland-South Portland, ME"
York County,ME,197408,23,31,2004-01-01,,"Portland-South Portland, ME"
York County,ME,198199,23,31,2005-01-01,,"Portland-South Portland, ME"
York County,ME,197635,23,31,2006-01-01,,"Portland-South Portland, ME"
York County,ME,197594,23,31,2007-01-01,,"Portland-South Portland, ME"
York County,ME,197650,23,31,2008-01-01,,"Portland-South Portland, ME"
York County,ME,197192,23,31,2009-01-01,,"Portland-South Portland, ME"
Barnstable County,MA,223031,25,1,2000-01-01,,"Barnstable Town, MA"
Barnstable County,MA,224087,25,1,2001-01-01,,"Barnstable Town, MA"
Barnstable County,MA,225421,25,1,2002-01-01,,"Barnstable Town, MA"
Barnstable County,MA,226011,25,1,2003-01-01,,"Barnstable Town, MA"
Barnstable County,MA,224264,25,1,2004-01-01,,"Barnstable Town, MA"
Barnstable County,MA,221995,25,1,2005-01-01,,"Barnstable Town, MA"
Barnstable County,MA,220037,25,1,2006-01-01,,"Barnstable Town, MA"
Barnstable County,MA,218380,25,1,2007-01-01,,"Barnstable Town, MA"
Barnstable County,MA,217066,25,1,2008-01-01,,"Barnstable Town, MA"
Barnstable County,MA,215994,25,1,2009-01-01,,"Barnstable Town, MA"
Berkshire County,MA,134769,25,3,2000-01-01,,"Pittsfield, MA"
Berkshire County,MA,133928,25,3,2001-01-01,,"Pittsfield, MA"
Berkshire County,MA,133529,25,3,2002-01-01,,"Pittsfield, MA"
Berkshire County,MA,133423,25,3,2003-01-01,,"Pittsfield, MA"
Berkshire County,MA,133076,25,3,2004-01-01,,"Pittsfield, MA"
Berkshire County,MA,132563,25,3,2005-01-01,,"Pittsfield, MA"
Berkshire County,MA,131977,25,3,2006-01-01,,"Pittsfield, MA"
Berkshire County,MA,131883,25,3,2007-01-01,,"Pittsfield, MA"
Berkshire County,MA,131372,25,3,2008-01-01,,"Pittsfield, MA"
Berkshire County,MA,131264,25,3,2009-01-01,,"Pittsfield, MA"
Bristol County,MA,535817,25,5,2000-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,538282,25,5,2001-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,542721,25,5,2002-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,546281,25,5,2003-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,545988,25,5,2004-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,545437,25,5,2005-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,544487,25,5,2006-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,545288,25,5,2007-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,546456,25,5,2008-01-01,,"Providence-Warwick, RI-MA"
Bristol County,MA,547324,25,5,2009-01-01,,"Providence-Warwick, RI-MA"
Dukes County,MA,15090,25,7,2000-01-01,,"Vineyard Haven, MA"
Dukes County,MA,15261,25,7,2001-01-01,,"Vineyard Haven, MA"
Dukes County,MA,15482,25,7,2002-01-01,,"Vineyard Haven, MA"
Dukes County,MA,15630,25,7,2003-01-01,,"Vineyard Haven, MA"
Dukes County,MA,15704,25,7,2004-01-01,,"Vineyard Haven, MA"
